timestamp	temperature	humidity	CO2	yield
1/18/2025 1:00	23.6	91.1	739	1
1/18/2025 2:00	23.5	90	748	1
1/18/2025 3:00	24.2	88.8	722	1
1/18/2025 4:00	23.8	87.7	717	1
1/18/2025 5:00	24.6	89	778	1
1/18/2025 6:00	25	88.3	754	1
1/18/2025 7:00	25.6	89.2	765	1.11
1/18/2025 8:00	26	85.6	801	1.65
1/18/2025 9:00	25.6	86.9	795	1.59
1/18/2025 10:00	25.7	86.7	799	1.43
1/18/2025 11:00	27	86.4	833	1.67
1/18/2025 12:00	26.6	85	783	1.23
1/18/2025 13:00	26.1		811	1.4
1/18/2025 14:00		85.4	791	1.39
1/18/2025 15:00	26.1	86.1	790	1.31
1/18/2025 16:00	26.2	85.2	805	1.48
1/18/2025 17:00	25.4	87.1	778	1.17
1/18/2025 18:00	25.8	87.6	770	1
1/18/2025 19:00	25.3	85.8	770	1.34
1/18/2025 20:00	24.2	88.9	736	1
1/18/2025 21:00	24.3	87.7	720	1
1/18/2025 22:00	24	90.4	711	1
1/18/2025 23:00	24.1	87	700	1
1/19/2025 0:00	23.1	89.7	762	1
1/19/2025 1:00	23.8	89.8	706	1
1/19/2025 2:00	24.1	90.7	726	1
1/19/2025 3:00	23.2	90.1	730	1
1/19/2025 4:00	23.8	88.6	748	1
1/19/2025 5:00	23.8	91.6	766	1
1/19/2025 6:00	24.9	85.9	775	1.18
1/19/2025 7:00	25.7	83.8	759	1.33
1/19/2025 8:00	26.4	85.9	774	1.67
1/19/2025 9:00	26.1	85.2	790	1.25
1/19/2025 10:00	27	83.3	786	1.61
1/19/2025 11:00	25.9	87	823	1.51
1/19/2025 12:00	25.8	86.6	804	1.52
1/19/2025 13:00	26.4	84.7	807	1.56
1/19/2025 14:00	26.5	83.7	802	1.62
1/19/2025 15:00	26	87	806	1.35
1/19/2025 16:00	24.9	88.4	781	1.17
1/19/2025 17:00	25.4	86.8	746	1.07
1/19/2025 18:00	24.5	90.5	767	1.02
1/19/2025 19:00	24.9	86.4	739	1.02
1/19/2025 20:00	24.4	86.6	733	1.04
1/19/2025 21:00	23.6	88.8	746	1
1/19/2025 22:00	23.5	89.7	752	1
1/19/2025 23:00	23.1	90.6	727	1
1/20/2025 0:00	23.5	89.5	731	1
1/20/2025 1:00	23.9	89.6	757	1.05
1/20/2025 2:00	23.3	88.5	734	1
1/20/2025 3:00	24.1	90.6	782	1
1/20/2025 4:00	24	88.9	753	1
1/20/2025 5:00	24.3	89.9	719	1
1/20/2025 6:00	25	87.9	774	1
1/20/2025 7:00	25	88	776	1.52
1/20/2025 8:00	25.5	87.4	801	1.44
1/20/2025 9:00	25.6	87.1	797	1.35
1/20/2025 10:00	27.1	85.1	788	1.5
1/20/2025 11:00	26.5	86.8	772	1.34
1/20/2025 12:00	26.2	85.9	791	1.47
1/20/2025 13:00	26.5	86.1	778	1.44
1/20/2025 14:00	26.3	85.4	780	1.46
1/20/2025 15:00	26	87.7	795	1.33
1/20/2025 16:00	26	85.2	808	1.47
1/20/2025 17:00	25.7	88.6	776	1.15
1/20/2025 18:00	24.8	87.8	738	1
1/20/2025 19:00	24.4	86.7	759	1.23
1/20/2025 20:00	24.1	89	764	1.05
1/20/2025 21:00	23	89.7	724	1
1/20/2025 22:00	23.1	91.4	727	1
1/20/2025 23:00	24.1		726	1
1/21/2025 0:00	24.2	88.2	711	1
1/21/2025 1:00	23.5	87.5	738	1
1/21/2025 2:00	23.9	88.6	728	1
1/21/2025 3:00	24.1	85.9	743	1.16
1/21/2025 4:00	25.5	84.8	727	1.06
1/21/2025 5:00	25.1	88.3	743	1.05
1/21/2025 6:00	24.9	88.6	773	1
1/21/2025 7:00	25	88	762	1
1/21/2025 8:00	25.1	86.2	809	1.3
1/21/2025 9:00	26.1	85.8	778	1.45
1/21/2025 10:00	26	86	794	1.51
1/21/2025 11:00	25.9	84.8	811	1.58
1/21/2025 12:00	26.2	87.5	769	1.32
1/21/2025 13:00	26	87.1	762	1.27
1/21/2025 14:00	27	84.2	763	1.37
1/21/2025 15:00	26.4	85.4	807	1.56
1/21/2025 16:00	25.7	86.7	768	1.33
1/21/2025 17:00	26	83.5	815	1.7
1/21/2025 18:00		87.2	750	1.22
1/21/2025 19:00	24.3	87.7	754	1.1
1/21/2025 20:00	24.9	86.4	770	1.23
1/21/2025 21:00	24.2	88.4	771	1.17
1/21/2025 22:00	23.3	92	767	1
1/21/2025 23:00	23.5	90.5	748	1
1/22/2025 0:00	23.1	89.7	743	1
1/22/2025 1:00	23	91.2	737	1

